,file,not_plane,plane_common,plane_large,plane_with_trail,plane_too_far,plane_partial,helicopter,something_strange
3209,3209.jpg,2,0,0,0,0,0,0,0
3210,3210.jpg,0,1,0,0,0,0,0,0
3211,3211.jpg,1,0,0,0,1,0,0,0
3212,3212.jpg,0,2,0,0,0,0,0,0
3213,3213.jpg,0,0,0,2,0,0,0,0
3214,3214.jpg,0,0,0,0,1,0,0,0
3215,3215.jpg,0,0,0,2,0,0,0,0
3216,3216.jpg,0,0,0,2,0,0,0,0
3217,3217.jpg,0,0,0,1,0,0,0,0
3218,3218.jpg,0,0,1,0,1,0,0,0
3219,3219.jpg,0,0,0,2,0,0,0,0
3220,3220.jpg,0,3,0,0,0,0,0,0
3221,3221.jpg,0,0,0,2,0,0,0,0
3222,3222.jpg,0,0,0,1,0,0,0,0
3223,3223.jpg,0,0,0,3,0,0,0,0
3224,3224.jpg,0,0,0,0,1,0,0,0
3225,3225.jpg,0,0,0,2,0,0,0,0
3226,3226.jpg,1,0,0,0,0,0,0,0
3227,3227.jpg,0,0,0,0,1,0,0,0
3228,3228.jpg,1,0,0,0,1,0,0,0
3229,3229.jpg,0,0,0,2,0,0,0,0
3230,3230.jpg,0,0,0,1,0,0,0,0
3231,3231.jpg,0,0,0,2,0,0,0,0
3232,3232.jpg,0,0,0,2,0,0,0,0
3233,3233.jpg,0,0,0,0,1,0,0,0
3234,3234.jpg,0,0,0,1,0,0,0,0
3235,3235.jpg,1,0,0,0,0,0,0,0
3236,3236.jpg,1,0,0,0,0,0,0,0
3237,3237.jpg,2,0,0,0,0,0,0,0
3238,3238.jpg,0,0,0,1,0,0,0,0
3239,3239.jpg,1,0,0,0,0,0,0,1
3240,3240.jpg,0,0,0,2,0,0,0,0
3241,3241.jpg,0,0,0,2,0,0,0,0
3242,3242.jpg,0,0,2,0,0,0,0,0
3243,3243.jpg,0,0,0,1,0,0,0,0
3244,3244.jpg,2,0,0,0,0,0,0,0
3245,3245.jpg,0,0,0,0,2,0,0,0
3246,3246.jpg,0,1,0,0,1,0,0,0
3247,3247.jpg,0,0,0,1,0,0,0,0
3248,3248.jpg,0,0,0,2,0,0,0,0
3249,3249.jpg,0,0,0,1,0,0,0,0
3250,3250.jpg,0,0,0,2,0,0,0,0
3251,3251.jpg,0,0,0,1,0,0,0,0
3252,3252.jpg,0,0,0,3,0,0,0,0
3253,3253.jpg,0,0,0,0,1,0,0,0
3254,3254.jpg,1,0,0,0,0,0,0,1
3255,3255.jpg,0,0,0,2,0,0,0,0
3256,3256.jpg,1,0,0,1,0,0,0,0
3257,3257.jpg,0,0,0,1,0,0,0,0
3258,3258.jpg,0,1,0,0,0,0,0,0
3259,3259.jpg,0,0,0,0,1,0,0,0
3260,3260.jpg,0,0,0,0,1,0,0,0
3261,3261.jpg,0,0,0,1,0,0,0,0
3262,3262.jpg,1,0,0,0,0,0,0,0
3263,3263.jpg,0,0,0,0,1,0,0,0
3264,3264.jpg,0,1,0,0,0,0,0,0
3265,3265.jpg,0,0,0,2,0,0,0,0
3266,3266.jpg,1,0,0,0,1,0,0,0
3267,3267.jpg,1,0,0,0,0,0,0,0
3268,3268.jpg,0,0,0,3,0,0,0,0
3269,3269.jpg,0,1,0,0,0,0,0,0
3270,3270.jpg,1,1,0,0,0,0,1,0
3271,3271.jpg,0,0,0,1,0,0,0,0
3272,3272.jpg,0,0,0,2,0,0,0,0
3273,3273.jpg,0,0,0,1,0,0,0,0
3274,3274.jpg,0,0,0,3,0,0,0,0
3275,3275.jpg,1,0,0,0,0,0,0,0
3276,3276.jpg,1,0,0,0,1,0,0,0
3277,3277.jpg,2,0,0,0,0,0,0,0
3278,3278.jpg,0,0,0,3,0,0,0,0
3279,3279.jpg,0,0,0,2,0,0,0,0
3280,3280.jpg,0,0,0,2,0,0,0,0
3281,3281.jpg,0,0,0,2,0,0,0,0
3282,3282.jpg,0,0,0,2,0,0,0,0
3283,3283.jpg,0,0,0,2,0,0,0,0
3284,3284.jpg,0,0,0,2,0,0,0,0
3285,3285.jpg,0,0,0,2,0,0,0,0
3286,3286.jpg,0,0,0,2,0,0,0,0
3287,3287.jpg,0,0,0,2,0,0,0,0
3288,3288.jpg,2,0,0,0,0,0,0,0
3289,3289.jpg,0,0,0,1,0,0,0,0
3290,3290.jpg,0,0,0,3,0,0,0,0
3291,3291.jpg,1,1,0,0,0,0,1,0
3292,3292.jpg,0,0,0,2,0,0,0,0
3293,3293.jpg,0,1,0,0,1,0,0,0
3294,3294.jpg,0,0,0,1,0,0,0,0
3295,3295.jpg,0,0,0,2,0,0,0,0
3296,3296.jpg,3,0,0,0,0,0,0,0
3297,3297.jpg,0,0,0,2,0,0,0,0
3298,3298.jpg,0,0,0,2,0,0,0,0
3299,3299.jpg,0,0,0,1,0,0,0,0
3300,3300.jpg,2,0,0,0,0,0,0,0
3301,3301.jpg,0,0,0,3,0,0,0,0
3302,3302.jpg,0,0,0,0,1,0,0,0
3303,3303.jpg,2,0,0,0,0,0,0,0
3304,3304.jpg,0,0,0,1,0,0,0,0
3305,3305.jpg,0,0,0,0,1,0,0,0
3306,3306.jpg,0,0,0,2,0,0,0,0
3307,3307.jpg,0,2,0,0,0,0,0,0
3308,3308.jpg,0,0,0,2,0,0,0,0
3309,3309.jpg,1,0,0,0,0,0,0,0
3310,3310.jpg,0,0,0,1,0,0,0,0
3311,3311.jpg,0,0,0,1,0,0,0,0
3312,3312.jpg,0,0,0,0,1,0,0,0
3313,3313.jpg,0,0,0,1,0,0,0,0
3314,3314.jpg,0,0,0,1,0,0,0,0
3315,3315.jpg,0,0,0,1,0,0,0,0
3316,3316.jpg,0,0,0,0,1,0,0,0
3317,3317.jpg,0,0,0,1,0,0,0,0
3318,3318.jpg,1,0,0,0,0,0,0,0
3319,3319.jpg,0,0,0,2,0,0,0,0
3320,3320.jpg,1,0,0,0,0,0,0,0
3321,3321.jpg,0,0,0,1,0,0,0,0
3322,3322.jpg,2,0,0,0,0,0,0,0
3323,3323.jpg,2,0,0,0,0,0,0,0
3324,3324.jpg,0,0,0,0,1,0,0,0
3325,3325.jpg,0,0,0,2,0,0,0,0
3326,3326.jpg,0,0,0,1,0,0,0,0
3327,3327.jpg,0,0,0,3,0,0,0,0
3328,3328.jpg,0,1,0,0,0,0,0,0
3329,3329.jpg,0,0,0,0,1,0,0,0
3330,3330.jpg,0,0,0,0,1,0,0,0
3331,3331.jpg,0,0,0,1,0,0,0,0
3332,3332.jpg,0,0,0,1,0,0,0,0
3333,3333.jpg,0,0,0,1,0,0,0,0
3334,3334.jpg,2,0,0,0,1,0,0,0
3335,3335.jpg,0,0,0,3,0,0,0,0
3336,3336.jpg,0,0,0,2,0,0,0,0
3337,3337.jpg,2,0,0,0,0,0,0,0
3338,3338.jpg,2,0,0,0,0,0,0,0
3339,3339.jpg,2,0,0,0,0,0,0,0
3340,3340.jpg,0,0,0,0,2,0,0,0
3341,3341.jpg,2,0,0,0,0,0,0,0
3342,3342.jpg,0,1,0,0,0,0,0,0
3343,3343.jpg,1,0,0,0,0,0,0,0
3344,3344.jpg,2,0,0,0,0,0,0,0
3345,3345.jpg,0,1,0,0,0,0,0,0
3346,3346.jpg,0,0,0,0,1,0,0,0
3347,3347.jpg,0,0,0,2,0,0,0,0
3348,3348.jpg,0,1,0,0,1,0,0,0
3349,3349.jpg,0,1,1,0,0,0,0,0
3350,3350.jpg,3,0,0,0,0,0,0,0
3351,3351.jpg,0,0,0,2,0,0,0,0
3352,3352.jpg,0,1,0,0,1,0,0,0
3353,3353.jpg,1,0,0,0,0,0,0,0
3354,3354.jpg,0,0,0,1,0,0,0,0
3355,3355.jpg,2,0,0,0,0,0,0,0
3356,3356.jpg,0,0,0,1,0,0,0,0
3357,3357.jpg,0,0,0,3,0,0,0,0
3358,3358.jpg,0,0,0,3,0,0,0,0
3359,3359.jpg,0,0,0,0,1,0,0,0
3360,3360.jpg,2,0,0,0,0,0,0,0
3361,3361.jpg,0,0,0,1,0,0,0,0
3362,3362.jpg,0,0,0,2,0,0,0,0
3363,3363.jpg,0,0,0,1,0,0,0,0
3364,3364.jpg,1,0,0,0,0,0,0,0
3365,3365.jpg,0,0,0,2,0,0,0,0
3366,3366.jpg,2,0,0,0,0,0,0,0
3367,3367.jpg,0,0,0,3,0,0,0,0
3368,3368.jpg,0,0,0,1,0,0,0,0
3369,3369.jpg,0,0,0,2,0,0,0,0
3370,3370.jpg,2,0,0,0,0,0,0,0
3371,3371.jpg,0,0,0,0,1,0,0,0
3372,3372.jpg,0,0,0,2,0,0,0,0
3373,3373.jpg,0,0,0,1,0,0,0,0
3374,3374.jpg,1,0,0,0,0,0,0,0
3375,3375.jpg,0,0,0,2,0,0,0,0
3376,3376.jpg,0,0,0,3,0,0,0,0
3377,3377.jpg,0,0,0,1,0,0,0,0
3378,3378.jpg,0,0,0,0,1,0,0,0
3379,3379.jpg,1,0,0,0,0,0,0,0
3380,3380.jpg,0,0,0,1,0,0,0,0
3381,3381.jpg,0,0,0,1,1,0,0,0
3382,3382.jpg,0,0,0,1,0,0,0,0
3383,3383.jpg,0,0,0,1,0,0,0,0
3384,3384.jpg,0,0,0,1,0,0,0,0
3385,3385.jpg,0,0,0,0,1,0,0,0
3386,3386.jpg,0,0,0,1,0,0,0,0
3387,3387.jpg,0,1,0,0,0,0,0,0
3388,3388.jpg,0,0,0,1,0,0,0,0
3389,3389.jpg,1,0,0,0,0,0,0,1
3390,3390.jpg,1,0,0,1,0,0,0,0
3391,3391.jpg,0,0,0,1,0,0,0,0
3392,3392.jpg,0,1,0,0,0,0,0,0
3393,3393.jpg,1,0,0,0,0,0,0,0
3394,3394.jpg,0,0,0,1,0,0,0,0
3395,3395.jpg,0,0,0,0,1,0,0,0
3396,3396.jpg,0,0,0,1,0,0,0,0
3397,3397.jpg,0,0,0,0,1,0,0,0
3398,3398.jpg,0,1,0,0,0,0,0,0
3399,3399.jpg,0,0,0,2,0,0,0,0
3400,3400.jpg,0,0,0,2,0,0,0,0
3401,3401.jpg,2,0,0,0,0,0,0,0
3402,3402.jpg,2,0,0,0,0,0,0,0
3403,3403.jpg,0,0,0,0,1,0,0,0
3404,3404.jpg,0,0,0,2,0,0,0,0
3405,3405.jpg,0,0,0,2,0,0,0,0
3406,3406.jpg,1,0,0,0,1,0,0,0
3407,3407.jpg,0,0,0,1,0,0,0,0
3408,3408.jpg,0,0,0,1,0,0,0,0
3409,3409.jpg,0,0,0,2,0,0,0,0
3410,3410.jpg,0,0,0,2,0,0,0,0
3411,3411.jpg,0,1,0,0,0,0,0,0
3412,3412.jpg,0,0,0,1,0,0,0,0
3413,3413.jpg,0,1,0,0,0,0,0,0
3414,3414.jpg,0,0,0,2,0,0,0,0
3415,3415.jpg,0,0,0,1,0,0,0,0
3416,3416.jpg,0,0,0,2,0,0,0,0
3417,3417.jpg,0,0,0,2,0,0,0,0
3418,3418.jpg,0,0,0,1,0,0,0,0
3419,3419.jpg,0,0,0,1,0,0,0,0
3420,3420.jpg,0,0,0,2,0,0,0,0
3421,3421.jpg,0,1,0,0,1,0,0,0
3422,3422.jpg,0,0,0,2,0,0,0,0
3423,3423.jpg,0,0,0,3,0,0,0,0
3424,3424.jpg,0,0,0,2,0,0,0,0
3425,3425.jpg,0,0,0,0,2,0,0,0
3426,3426.jpg,0,1,0,0,1,0,0,0
3427,3427.jpg,0,0,0,2,0,0,0,0
3428,3428.jpg,0,0,0,0,1,0,0,0
3429,3429.jpg,1,0,0,0,0,0,0,0
3430,3430.jpg,0,0,0,0,2,0,0,0
3431,3431.jpg,0,0,0,0,1,0,0,0
3432,3432.jpg,0,0,0,1,0,0,0,0
3433,3433.jpg,0,0,0,2,0,0,0,0
3434,3434.jpg,2,0,0,0,0,0,0,0
3435,3435.jpg,0,0,0,0,1,0,0,0
3436,3436.jpg,0,0,0,2,0,0,0,0
3437,3437.jpg,0,0,0,1,0,0,0,0
3438,3438.jpg,0,0,0,2,0,0,0,0
3439,3439.jpg,0,0,0,0,3,0,0,0
3440,3440.jpg,2,0,0,0,0,0,0,0
3441,3441.jpg,0,0,0,1,0,0,0,0
3442,3442.jpg,1,0,0,0,0,0,0,1
3443,3443.jpg,1,0,0,0,0,0,0,0
3444,3444.jpg,0,0,0,2,0,0,0,0
3445,3445.jpg,0,0,0,1,0,0,0,0
3446,3446.jpg,0,1,0,0,0,0,0,0
3447,3447.jpg,0,0,0,0,1,0,0,0
3448,3448.jpg,2,0,0,0,0,0,0,0
3449,3449.jpg,0,0,0,0,1,0,0,0
3450,3450.jpg,0,0,0,2,0,0,0,0
3451,3451.jpg,0,0,0,2,0,0,0,0
3452,3452.jpg,0,0,0,2,0,0,0,0
3453,3453.jpg,0,0,0,1,0,0,0,0
3454,3454.jpg,0,0,0,1,0,0,0,0
3455,3455.jpg,0,0,0,1,0,0,0,0
3456,3456.jpg,0,0,0,0,1,0,0,0
3457,3457.jpg,0,0,0,0,1,0,0,0
3458,3458.jpg,1,0,0,0,0,0,0,0
3459,3459.jpg,0,0,0,0,1,0,0,0
3460,3460.jpg,1,0,0,0,0,0,0,0
3461,3461.jpg,0,0,0,2,0,0,0,0
3462,3462.jpg,0,0,0,1,0,0,0,0
3463,3463.jpg,0,0,0,2,0,0,0,0
3464,3464.jpg,0,0,0,1,0,0,0,0
3465,3465.jpg,0,0,0,0,1,0,0,0
3466,3466.jpg,0,0,0,1,0,0,0,0
3467,3467.jpg,1,0,0,0,0,0,0,0
3468,3468.jpg,0,0,0,1,0,0,0,0
3469,3469.jpg,0,0,0,1,0,0,0,0
3470,3470.jpg,0,0,0,0,1,0,0,0
3471,3471.jpg,0,0,0,0,1,0,0,0
3472,3472.jpg,0,0,0,1,0,0,0,0
3473,3473.jpg,0,0,0,1,0,0,0,0
3474,3474.jpg,0,0,0,1,0,0,0,0
3475,3475.jpg,0,0,0,2,0,0,0,0
3476,3476.jpg,2,0,0,0,0,0,0,0
3477,3477.jpg,0,0,0,2,0,0,0,0
3478,3478.jpg,0,0,0,0,1,0,0,0
3479,3479.jpg,0,0,0,2,0,0,0,0
3480,3480.jpg,0,0,0,1,0,0,0,0
3481,3481.jpg,0,1,1,0,0,0,0,0
3482,3482.jpg,0,0,0,2,0,0,0,0
3483,3483.jpg,0,0,0,2,0,0,0,0
3484,3484.jpg,0,0,0,0,1,0,0,0
3485,3485.jpg,0,0,0,1,0,0,0,0
3486,3486.jpg,0,0,0,2,0,0,0,0
3487,3487.jpg,0,0,0,2,0,0,0,0
3488,3488.jpg,0,0,0,2,0,0,0,0
3489,3489.jpg,0,0,0,2,0,0,0,0
3490,3490.jpg,0,0,0,3,0,0,0,0
3491,3491.jpg,1,0,0,0,2,0,0,0
3492,3492.jpg,0,0,0,0,1,0,0,0
3493,3493.jpg,1,0,0,0,0,0,0,0
3494,3494.jpg,0,0,0,2,0,0,0,0
3495,3495.jpg,0,0,0,0,1,0,0,0
3496,3496.jpg,0,0,0,1,0,0,0,0
3497,3497.jpg,1,0,0,0,1,0,0,0
3498,3498.jpg,0,0,0,0,1,0,0,0
3499,3499.jpg,0,0,0,0,1,0,0,0
3500,3500.jpg,0,0,0,3,0,0,0,0
3501,3501.jpg,0,0,0,2,0,0,0,0
3502,3502.jpg,0,0,0,1,0,0,0,0
3503,3503.jpg,0,0,0,0,1,0,0,0
3504,3504.jpg,1,0,0,0,1,0,0,0
3505,3505.jpg,0,0,0,1,0,0,0,0
3506,3506.jpg,0,0,0,2,0,0,0,0
3507,3507.jpg,0,0,0,2,0,0,0,0
3508,3508.jpg,0,0,0,2,0,0,0,0
3509,3509.jpg,0,0,1,0,1,0,0,0
3510,3510.jpg,2,0,0,0,0,0,0,0
3511,3511.jpg,0,0,0,1,0,0,0,0
3512,3512.jpg,0,0,0,2,0,0,0,0
3513,3513.jpg,0,0,0,0,1,0,0,0
3514,3514.jpg,0,0,0,2,0,0,0,0
3515,3515.jpg,1,0,0,0,0,0,0,0
3516,3516.jpg,0,0,0,1,0,0,0,0
3517,3517.jpg,1,0,0,0,0,0,0,0
3518,3518.jpg,0,0,0,1,0,0,0,0
3519,3519.jpg,0,0,0,3,0,0,0,0
3520,3520.jpg,1,0,0,0,0,0,0,0
3521,3521.jpg,0,0,0,2,0,0,0,0
3522,3522.jpg,2,0,0,0,0,0,0,0
3523,3523.jpg,0,0,0,1,0,0,0,0
3524,3524.jpg,2,0,0,0,0,0,0,0
3525,3525.jpg,2,0,0,0,0,0,0,0
3526,3526.jpg,0,0,0,0,1,0,0,0
3527,3527.jpg,0,0,0,0,1,0,0,0
3528,3528.jpg,0,0,0,1,0,0,0,0
3529,3529.jpg,2,0,0,0,0,0,0,0
3530,3530.jpg,0,1,0,0,0,0,0,0
3531,3531.jpg,0,0,0,1,0,0,0,0
3532,3532.jpg,0,0,0,0,2,0,0,0
3533,3533.jpg,0,0,0,0,1,0,0,0
3534,3534.jpg,1,0,0,0,0,0,0,0
3535,3535.jpg,1,0,0,0,0,0,0,0
3536,3536.jpg,0,0,0,1,0,0,0,0
3537,3537.jpg,2,0,0,0,0,0,0,0
3538,3538.jpg,0,1,0,0,0,0,0,0
3539,3539.jpg,0,0,0,0,1,0,0,0
3540,3540.jpg,1,0,0,0,1,0,0,0
3541,3541.jpg,0,0,0,0,1,0,0,0
3542,3542.jpg,1,0,0,0,0,0,0,0
3543,3543.jpg,0,0,0,1,0,0,0,0
3544,3544.jpg,0,0,0,2,0,0,0,0
3545,3545.jpg,0,0,0,0,1,0,0,0
3546,3546.jpg,0,0,0,2,0,0,0,0
3547,3547.jpg,0,0,0,1,0,0,0,0
3548,3548.jpg,0,0,0,1,0,0,0,0
3549,3549.jpg,0,0,0,2,0,0,0,0
3550,3550.jpg,0,0,0,1,0,0,0,0
3551,3551.jpg,0,0,0,2,0,0,0,0
3552,3552.jpg,0,0,0,1,0,0,0,0
3553,3553.jpg,2,0,0,0,0,0,0,0
3554,3554.jpg,0,0,0,1,0,0,0,0
3555,3555.jpg,0,0,0,1,0,0,0,0
3556,3556.jpg,0,0,0,1,0,0,0,1
3557,3557.jpg,0,0,0,0,2,0,0,0
3558,3558.jpg,0,0,0,2,0,0,0,0
3559,3559.jpg,0,0,0,0,1,0,0,0
3560,3560.jpg,0,0,0,3,0,0,0,0
3561,3561.jpg,1,0,0,0,0,0,0,0
3562,3562.jpg,0,2,0,0,1,0,0,0
3563,3563.jpg,0,1,0,0,2,0,0,0
3564,3564.jpg,0,0,0,0,2,0,0,0
3565,3565.jpg,0,0,0,2,0,0,0,0
3566,3566.jpg,0,0,0,3,0,0,0,0
3567,3567.jpg,1,0,0,1,0,0,0,0
3568,3568.jpg,1,0,0,0,0,0,0,0
3569,3569.jpg,0,0,0,2,0,0,0,0
3570,3570.jpg,0,0,0,2,0,0,0,0
3571,3571.jpg,0,0,0,1,0,0,0,0
3572,3572.jpg,0,0,0,2,0,0,0,0
3573,3573.jpg,0,0,0,1,0,0,0,0
3574,3574.jpg,0,0,0,1,0,0,0,0
3575,3575.jpg,0,0,0,3,0,0,0,0
3576,3576.jpg,0,0,0,1,0,0,0,0
3577,3577.jpg,0,0,0,2,0,0,0,0
3578,3578.jpg,0,0,0,2,0,0,0,0
3579,3579.jpg,0,0,0,1,0,0,0,0
3580,3580.jpg,2,0,0,0,0,0,0,0
3581,3581.jpg,0,0,0,0,1,0,0,0
3582,3582.jpg,1,0,0,0,0,0,0,0
3583,3583.jpg,0,0,0,1,0,0,0,0
3584,3584.jpg,0,0,0,2,0,0,0,0
3585,3585.jpg,0,0,0,0,1,0,0,0
3586,3586.jpg,1,0,0,0,0,0,0,0
3587,3587.jpg,0,0,0,0,1,0,0,0
3588,3588.jpg,0,0,0,1,0,0,0,0
3589,3589.jpg,0,0,0,1,0,0,0,0
3590,3590.jpg,0,0,0,2,0,0,0,0
3591,3591.jpg,1,0,0,0,0,0,0,0
3592,3592.jpg,0,0,0,2,0,0,0,0
3593,3593.jpg,0,2,0,0,0,0,0,0
3594,3594.jpg,0,0,0,1,0,0,0,0
3595,3595.jpg,0,1,0,0,0,0,0,0
3596,3596.jpg,2,0,0,0,0,0,0,0
3597,3597.jpg,0,0,0,0,2,0,0,0
3598,3598.jpg,0,0,0,1,0,0,0,0
3599,3599.jpg,0,0,0,0,2,0,0,0
3600,3600.jpg,0,0,0,1,0,0,0,0
3601,3601.jpg,0,0,0,2,0,0,0,0
3602,3602.jpg,0,1,1,0,0,0,0,0
3603,3603.jpg,0,0,0,0,1,0,0,0
3604,3604.jpg,0,0,0,0,1,0,0,0
3605,3605.jpg,0,0,0,1,0,0,0,0
3606,3606.jpg,0,0,0,0,1,0,0,0
3607,3607.jpg,0,0,0,0,1,0,0,0
3608,3608.jpg,0,0,0,1,0,0,0,0
3609,3609.jpg,0,0,0,1,0,0,0,0
3610,3610.jpg,0,0,0,1,0,0,0,0
3611,3611.jpg,0,0,0,0,1,0,0,0
3612,3612.jpg,0,0,0,2,0,0,0,0
3613,3613.jpg,1,0,0,0,0,0,0,0
3614,3614.jpg,0,0,0,2,0,0,0,0
3615,3615.jpg,0,0,0,1,0,0,0,0
3616,3616.jpg,0,0,0,1,0,0,0,0
3617,3617.jpg,0,0,0,1,0,0,0,0
3618,3618.jpg,0,0,0,1,0,0,0,0
3619,3619.jpg,0,0,0,1,0,0,0,0
3620,3620.jpg,0,0,0,1,0,0,0,0
3621,3621.jpg,0,0,0,2,0,0,0,0
3622,3622.jpg,0,0,0,0,1,0,0,0
3623,3623.jpg,2,0,0,0,0,0,0,0
3624,3624.jpg,0,0,0,1,0,0,0,0
3625,3625.jpg,0,0,0,2,0,0,0,0
3626,3626.jpg,3,0,0,0,0,0,0,0
3627,3627.jpg,0,0,0,1,0,0,0,0
3628,3628.jpg,0,0,0,1,0,0,0,0
3629,3629.jpg,0,0,0,1,0,0,0,0
3630,3630.jpg,2,0,0,0,0,0,0,0
3631,3631.jpg,0,0,0,2,0,0,0,0
3632,3632.jpg,0,0,0,0,1,0,0,0
3633,3633.jpg,0,0,0,2,0,0,0,0
3634,3634.jpg,0,0,0,0,1,0,0,0
3635,3635.jpg,0,0,0,1,0,0,0,0
3636,3636.jpg,0,0,0,2,0,0,0,0
3637,3637.jpg,0,0,0,0,1,0,0,0
3638,3638.jpg,1,0,0,0,1,0,0,0
3639,3639.jpg,1,0,0,1,0,0,0,0
3640,3640.jpg,0,0,0,2,1,0,0,0
3641,3641.jpg,0,0,0,2,0,0,0,0
3642,3642.jpg,0,0,0,1,0,0,0,0
3643,3643.jpg,0,0,0,1,0,0,0,0
3644,3644.jpg,0,1,1,0,0,0,0,0
3645,3645.jpg,0,0,0,0,3,0,0,0
3646,3646.jpg,0,0,0,0,1,0,0,0
3647,3647.jpg,0,0,0,0,1,0,0,0
3648,3648.jpg,1,0,0,0,0,0,0,0
3649,3649.jpg,1,0,0,0,0,0,0,0
3650,3650.jpg,0,2,0,0,0,0,0,0
3651,3651.jpg,0,1,0,0,0,0,0,0
3652,3652.jpg,0,0,0,0,1,0,0,0
3653,3653.jpg,1,0,0,0,0,0,0,0
3654,3654.jpg,0,0,0,0,1,0,0,0
3655,3655.jpg,0,0,0,2,0,0,0,0
3656,3656.jpg,2,0,0,0,0,0,0,0
3657,3657.jpg,0,0,0,1,0,0,0,0
3658,3658.jpg,0,0,0,0,1,0,0,0
3659,3659.jpg,0,1,0,0,1,0,0,0
3660,3660.jpg,0,0,0,2,0,0,0,0
3661,3661.jpg,0,0,0,1,0,0,0,0
3662,3662.jpg,0,0,0,1,0,0,0,0
3663,3663.jpg,0,0,0,1,0,0,0,0
3664,3664.jpg,1,0,0,0,0,0,0,0
3665,3665.jpg,0,0,0,1,0,0,0,0
3666,3666.jpg,0,1,0,0,1,0,0,0
3667,3667.jpg,1,0,0,0,0,0,0,1
3668,3668.jpg,0,0,0,1,0,0,0,0
3669,3669.jpg,0,0,0,1,0,0,0,0
3670,3670.jpg,0,0,0,3,0,0,0,0
3671,3671.jpg,0,0,0,2,0,0,0,0
3672,3672.jpg,2,0,0,0,1,0,0,0
3673,3673.jpg,1,0,0,0,0,0,0,0
3674,3674.jpg,2,0,0,0,0,0,0,0
3675,3675.jpg,0,0,0,1,0,0,0,0
3676,3676.jpg,1,0,0,0,0,0,0,0
3677,3677.jpg,0,1,0,0,1,0,0,0
3678,3678.jpg,0,0,0,2,0,0,0,0
3679,3679.jpg,0,0,0,1,0,0,0,0
3680,3680.jpg,0,0,0,1,0,0,0,0
3681,3681.jpg,0,0,0,0,1,0,0,0
3682,3682.jpg,0,0,0,2,0,0,0,0
3683,3683.jpg,0,1,0,0,0,0,0,0
3684,3684.jpg,1,0,0,0,0,0,0,0
3685,3685.jpg,1,0,0,0,0,0,0,0
3686,3686.jpg,1,0,0,0,0,0,0,0
3687,3687.jpg,0,0,0,2,0,0,0,0
3688,3688.jpg,0,0,0,1,0,0,0,0
3689,3689.jpg,0,0,0,0,2,0,0,0
3690,3690.jpg,2,0,0,0,0,0,0,0
3691,3691.jpg,1,0,0,0,0,0,0,0
3692,3692.jpg,0,0,0,1,0,0,0,0
3693,3693.jpg,0,1,0,0,1,0,0,0
3694,3694.jpg,0,0,0,1,0,0,0,0
3695,3695.jpg,0,0,0,1,0,0,0,0
3696,3696.jpg,0,0,0,1,0,0,0,0
3697,3697.jpg,0,0,0,2,0,0,0,0
3698,3698.jpg,3,0,0,0,0,0,0,0
3699,3699.jpg,0,0,0,0,2,0,0,0
3700,3700.jpg,0,0,0,0,1,0,0,0
3701,3701.jpg,0,0,0,2,0,0,0,0
3702,3702.jpg,0,0,0,3,0,0,0,0
3703,3703.jpg,0,0,0,0,0,0,1,0
3704,3704.jpg,2,0,0,0,0,0,0,0
3705,3705.jpg,2,0,0,0,0,0,0,0
3706,3706.jpg,2,0,0,0,1,0,0,0
3707,3707.jpg,0,0,0,0,1,0,0,0
3708,3708.jpg,0,0,0,2,0,0,0,0
3709,3709.jpg,0,1,0,0,1,0,0,0
3710,3710.jpg,2,0,0,0,1,0,0,0
3711,3711.jpg,0,1,0,0,0,0,0,0
3712,3712.jpg,0,0,0,3,0,0,0,0
3713,3713.jpg,0,0,0,0,1,0,0,0
3714,3714.jpg,0,0,0,3,0,0,0,0
3715,3715.jpg,0,0,0,1,0,0,0,0
3716,3716.jpg,0,0,1,1,0,0,0,0
3717,3717.jpg,1,0,0,0,0,0,0,0
3718,3718.jpg,0,0,0,2,0,0,0,0
3719,3719.jpg,0,0,0,2,0,0,0,0
3720,3720.jpg,2,0,0,0,0,0,0,0
3721,3721.jpg,0,0,0,2,0,0,0,0
3722,3722.jpg,2,0,0,0,0,0,0,0
3723,3723.jpg,0,0,0,1,0,0,0,0
3724,3724.jpg,0,0,0,1,0,0,0,0
3725,3725.jpg,0,0,0,2,0,0,0,0
3726,3726.jpg,0,0,0,1,0,0,0,0
3727,3727.jpg,0,1,0,0,1,0,0,0
3728,3728.jpg,1,0,0,0,1,0,0,0
3729,3729.jpg,0,0,0,2,0,0,0,0
3730,3730.jpg,0,0,0,0,1,0,0,0
3731,3731.jpg,2,0,0,0,0,0,0,0
3732,3732.jpg,0,0,0,0,1,0,0,0
3733,3733.jpg,0,0,0,2,0,0,0,0
3734,3734.jpg,1,0,0,0,0,0,0,1
3735,3735.jpg,0,0,0,0,1,0,0,0
3736,3736.jpg,0,0,0,2,0,0,0,0
3737,3737.jpg,0,0,0,2,0,0,0,0
3738,3738.jpg,0,0,0,1,0,0,0,0
3739,3739.jpg,0,1,0,0,0,0,0,0
3740,3740.jpg,0,0,0,1,0,0,0,0
3741,3741.jpg,0,0,0,2,0,0,0,0
3742,3742.jpg,0,0,0,0,1,0,0,0
3743,3743.jpg,0,0,0,1,0,0,0,0
3744,3744.jpg,0,1,0,0,0,0,0,0
